package_id,package_name,destination,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost
IND0659,jaisalmer royal tour,jaisalmer,7,5star,breakfast lunch dinner,flight cab,jaisalmer fort jaisalmer local market jaisalmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,45500
IND0660,jaisalmer scenic tour,jaisalmer,7,5star,breakfast lunch dinner,flight cab,jaisalmer fort jaisalmer local market jaisalmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.4,47000
IND0661,jaisalmer adventure tour,jaisalmer,7,5star,breakfast lunch dinner,flight cab,jaisalmer fort jaisalmer local market jaisalmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,48500
IND0662,jaisalmer cultural tour,jaisalmer,7,5star,breakfast lunch dinner,flight cab,jaisalmer fort jaisalmer local market jaisalmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.4,50000
IND0663,bhuj heritage tour,bhuj,7,5star,breakfast lunch dinner,ac coach,white desert bhuj local market bhuj city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,35500
IND0664,bhuj royal tour,bhuj,7,5star,breakfast lunch dinner,ac coach,white desert bhuj local market bhuj city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,37000
IND0665,bhuj scenic tour,bhuj,7,5star,breakfast lunch dinner,ac coach,white desert bhuj local market bhuj city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,38500
IND0666,bhuj adventure tour,bhuj,7,5star,breakfast lunch dinner,ac coach,white desert bhuj local market bhuj city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,40000
IND0667,bhuj cultural tour,bhuj,7,5star,breakfast lunch dinner,ac coach,white desert bhuj local market bhuj city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,41500
IND0668,dwarka heritage tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,40500
IND0669,dwarka royal tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.8,42000
IND0670,dwarka scenic tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,43500
IND0671,dwarka adventure tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.8,45000
IND0672,dwarka cultural tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,46500
IND0673,junagadh heritage tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,130500
IND0674,junagadh royal tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,132000
IND0675,junagadh scenic tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,133500
IND0676,junagadh adventure tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,135000
IND0677,junagadh cultural tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,136500
IND0678,chamba heritage tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,112000
IND0679,chamba royal tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,113500
IND0680,chamba scenic tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,115000
IND0681,chamba adventure tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,116500
IND0682,chamba cultural tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,118000
IND0683,kullu heritage tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,43500
IND0684,kullu royal tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,45000
IND0685,kullu scenic tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,46500
IND0686,kullu adventure tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,48000
IND0687,kullu cultural tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,49500
IND0688,spiti valley heritage tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,59000
IND0689,spiti valley royal tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.9,60500
IND0690,spiti valley scenic tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,62000
IND0691,spiti valley adventure tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.9,63500
IND0692,spiti valley cultural tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,65000
IND0693,dalhousie heritage tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,36500
IND0694,dalhousie royal tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,38000
IND0695,dalhousie scenic tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,39500
IND0696,dalhousie adventure tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,41000
IND0697,dalhousie cultural tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,42500
IND0698,dalhousie heritage tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,15000
IND0699,dalhousie royal tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.8,16500
IND0700,dalhousie scenic tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,18000
IND0701,dalhousie adventure tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.8,19500
IND0702,dalhousie cultural tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,21000
IND0703,manali heritage tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.1,125000
IND0704,manali royal tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.2,126500
IND0705,manali scenic tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.1,128000
IND0706,manali adventure tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.2,129500
IND0707,manali cultural tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.1,131000
IND0708,shimla heritage tour,shimla,3,4star,breakfast lunch dinner,train cab,the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,30000
IND0709,shimla royal tour,shimla,3,4star,breakfast lunch dinner,train cab,the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.8,31500
IND0710,shimla scenic tour,shimla,3,4star,breakfast lunch dinner,train cab,the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,33000
IND0711,shimla adventure tour,shimla,3,4star,breakfast lunch dinner,train cab,the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.8,34500
IND0712,shimla cultural tour,shimla,3,4star,breakfast lunch dinner,train cab,the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,36000
IND0713,chitrakoot heritage tour,chitrakoot,4,5star,breakfast,ac coach,chitrakoot falls chitrakoot local market chitrakoot city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.4,26500
IND0714,chitrakoot royal tour,chitrakoot,4,5star,breakfast,ac coach,chitrakoot falls chitrakoot local market chitrakoot city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,28000
IND0715,chitrakoot scenic tour,chitrakoot,4,5star,breakfast,ac coach,chitrakoot falls chitrakoot local market chitrakoot city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.4,29500
IND0716,chitrakoot adventure tour,chitrakoot,4,5star,breakfast,ac coach,chitrakoot falls chitrakoot local market chitrakoot city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,31000
IND0717,chitrakoot cultural tour,chitrakoot,4,5star,breakfast,ac coach,chitrakoot falls chitrakoot local market chitrakoot city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.4,32500
IND0718,amarkantak heritage tour,amarkantak,6,3star,breakfast lunch dinner,private cab,narmada udgam temple amarkantak local market amarkantak city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,119500
IND0719,amarkantak royal tour,amarkantak,6,3star,breakfast lunch dinner,private cab,narmada udgam temple amarkantak local market amarkantak city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,121000
IND0720,amarkantak scenic tour,amarkantak,6,3star,breakfast lunch dinner,private cab,narmada udgam temple amarkantak local market amarkantak city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,122500
IND0721,amarkantak adventure tour,amarkantak,6,3star,breakfast lunch dinner,private cab,narmada udgam temple amarkantak local market amarkantak city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,124000
IND0722,amarkantak cultural tour,amarkantak,6,3star,breakfast lunch dinner,private cab,narmada udgam temple amarkantak local market amarkantak city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,125500
IND0723,bhimbetka heritage tour,bhimbetka,3,luxury heritage,breakfast,private cab,bhimbetka rock shelters bhimbetka local market bhimbetka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,31500
IND0724,bhimbetka royal tour,bhimbetka,3,luxury heritage,breakfast,private cab,bhimbetka rock shelters bhimbetka local market bhimbetka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,33000
IND0725,bhimbetka scenic tour,bhimbetka,3,luxury heritage,breakfast,private cab,bhimbetka rock shelters bhimbetka local market bhimbetka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,34500
IND0726,bhimbetka adventure tour,bhimbetka,3,luxury heritage,breakfast,private cab,bhimbetka rock shelters bhimbetka local market bhimbetka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,36000
IND0727,bhimbetka cultural tour,bhimbetka,3,luxury heritage,breakfast,private cab,bhimbetka rock shelters bhimbetka local market bhimbetka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,37500
IND0728,mandu heritage tour,mandu,6,luxury heritage,breakfast dinner,ac coach,jahaz mahal mandu local market mandu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,3.9,52500
IND0729,mandu royal tour,mandu,6,luxury heritage,breakfast dinner,ac coach,jahaz mahal mandu local market mandu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.0,54000
IND0730,mandu scenic tour,mandu,6,luxury heritage,breakfast dinner,ac coach,jahaz mahal mandu local market mandu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,3.9,55500
IND0731,mandu adventure tour,mandu,6,luxury heritage,breakfast dinner,ac coach,jahaz mahal mandu local market mandu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.0,57000
IND0732,mandu cultural tour,mandu,6,luxury heritage,breakfast dinner,ac coach,jahaz mahal mandu local market mandu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,3.9,58500
IND0733,orchha heritage tour,orchha,4,3star,breakfast,flight cab,orchha fort orchha local market orchha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.8,33000
IND0734,orchha royal tour,orchha,4,3star,breakfast,flight cab,orchha fort orchha local market orchha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.9,34500
IND0735,orchha scenic tour,orchha,4,3star,breakfast,flight cab,orchha fort orchha local market orchha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.8,36000
IND0736,orchha adventure tour,orchha,4,3star,breakfast,flight cab,orchha fort orchha local market orchha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.9,37500
IND0737,orchha cultural tour,orchha,4,3star,breakfast,flight cab,orchha fort orchha local market orchha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.8,39000
IND0738,bandhavgarh heritage tour,bandhavgarh,5,3star,breakfast lunch dinner,flight cab,bandhavgarh national park bandhavgarh local market bandhavgarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,18000
IND0739,bandhavgarh royal tour,bandhavgarh,5,3star,breakfast lunch dinner,flight cab,bandhavgarh national park bandhavgarh local market bandhavgarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.6,19500
IND0740,bandhavgarh scenic tour,bandhavgarh,5,3star,breakfast lunch dinner,flight cab,bandhavgarh national park bandhavgarh local market bandhavgarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,21000
IND0741,bandhavgarh adventure tour,bandhavgarh,5,3star,breakfast lunch dinner,flight cab,bandhavgarh national park bandhavgarh local market bandhavgarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.6,22500
IND0742,bandhavgarh cultural tour,bandhavgarh,5,3star,breakfast lunch dinner,flight cab,bandhavgarh national park bandhavgarh local market bandhavgarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,24000
IND0743,kanha heritage tour,kanha,4,3star,breakfast lunch dinner,ac coach,kanha national park kanha local market kanha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,102500
IND0744,kanha royal tour,kanha,4,3star,breakfast lunch dinner,ac coach,kanha national park kanha local market kanha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,104000
IND0745,kanha scenic tour,kanha,4,3star,breakfast lunch dinner,ac coach,kanha national park kanha local market kanha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,105500
IND0746,kanha adventure tour,kanha,4,3star,breakfast lunch dinner,ac coach,kanha national park kanha local market kanha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,107000
IND0747,kanha cultural tour,kanha,4,3star,breakfast lunch dinner,ac coach,kanha national park kanha local market kanha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,108500
IND0748,pachmarhi heritage tour,pachmarhi,3,5star,breakfast,flight cab,bee falls pachmarhi local market pachmarhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,27500
IND0749,pachmarhi royal tour,pachmarhi,3,5star,breakfast,flight cab,bee falls pachmarhi local market pachmarhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,29000
IND0750,pachmarhi scenic tour,pachmarhi,3,5star,breakfast,flight cab,bee falls pachmarhi local market pachmarhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,30500
IND0751,pachmarhi adventure tour,pachmarhi,3,5star,breakfast,flight cab,bee falls pachmarhi local market pachmarhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,32000
IND0752,pachmarhi cultural tour,pachmarhi,3,5star,breakfast,flight cab,bee falls pachmarhi local market pachmarhi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,33500
IND0753,jabalpur heritage tour,jabalpur,4,luxury heritage,breakfast dinner,flight cab,dhuandhar falls jabalpur local market jabalpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,25000
IND0754,jabalpur royal tour,jabalpur,4,luxury heritage,breakfast dinner,flight cab,dhuandhar falls jabalpur local market jabalpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,26500
IND0755,jabalpur scenic tour,jabalpur,4,luxury heritage,breakfast dinner,flight cab,dhuandhar falls jabalpur local market jabalpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,28000
IND0756,jabalpur adventure tour,jabalpur,4,luxury heritage,breakfast dinner,flight cab,dhuandhar falls jabalpur local market jabalpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,29500
IND0757,jabalpur cultural tour,jabalpur,4,luxury heritage,breakfast dinner,flight cab,dhuandhar falls jabalpur local market jabalpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,31000
IND0758,ujjain heritage tour,ujjain,4,3star,breakfast lunch dinner,ac coach,mahakaleshwar jyotirlinga ujjain local market ujjain city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.8,102000
IND0759,ujjain royal tour,ujjain,4,3star,breakfast lunch dinner,ac coach,mahakaleshwar jyotirlinga ujjain local market ujjain city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.9,103500
IND0760,ujjain scenic tour,ujjain,4,3star,breakfast lunch dinner,ac coach,mahakaleshwar jyotirlinga ujjain local market ujjain city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.8,105000
IND0761,ujjain adventure tour,ujjain,4,3star,breakfast lunch dinner,ac coach,mahakaleshwar jyotirlinga ujjain local market ujjain city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.9,106500
IND0762,ujjain cultural tour,ujjain,4,3star,breakfast lunch dinner,ac coach,mahakaleshwar jyotirlinga ujjain local market ujjain city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.8,108000
IND0763,gwalior heritage tour,gwalior,5,5star,breakfast,private cab,gwalior fort gwalior local market gwalior city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,41000
IND0764,gwalior royal tour,gwalior,5,5star,breakfast,private cab,gwalior fort gwalior local market gwalior city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,42500
IND0765,gwalior scenic tour,gwalior,5,5star,breakfast,private cab,gwalior fort gwalior local market gwalior city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,44000
IND0766,gwalior adventure tour,gwalior,5,5star,breakfast,private cab,gwalior fort gwalior local market gwalior city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,45500
IND0767,gwalior cultural tour,gwalior,5,5star,breakfast,private cab,gwalior fort gwalior local market gwalior city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,47000
IND0768,mussoorie heritage tour,mussoorie,3,5star,breakfast lunch dinner,ac coach,kempty falls mussoorie local market mussoorie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.2,92000
IND0769,mussoorie royal tour,mussoorie,3,5star,breakfast lunch dinner,ac coach,kempty falls mussoorie local market mussoorie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.3,93500
IND0770,mussoorie scenic tour,mussoorie,3,5star,breakfast lunch dinner,ac coach,kempty falls mussoorie local market mussoorie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.2,95000
IND0771,mussoorie adventure tour,mussoorie,3,5star,breakfast lunch dinner,ac coach,kempty falls mussoorie local market mussoorie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.3,96500
IND0772,mussoorie cultural tour,mussoorie,3,5star,breakfast lunch dinner,ac coach,kempty falls mussoorie local market mussoorie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.2,98000
IND0773,rishikesh heritage tour,rishikesh,5,5star,breakfast,train cab,laxman jhula rishikesh local market rishikesh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.4,38500
IND0774,rishikesh royal tour,rishikesh,5,5star,breakfast,train cab,laxman jhula rishikesh local market rishikesh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,40000
IND0775,rishikesh scenic tour,rishikesh,5,5star,breakfast,train cab,laxman jhula rishikesh local market rishikesh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.4,41500
IND0776,rishikesh adventure tour,rishikesh,5,5star,breakfast,train cab,laxman jhula rishikesh local market rishikesh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,43000
IND0777,rishikesh cultural tour,rishikesh,5,5star,breakfast,train cab,laxman jhula rishikesh local market rishikesh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.4,44500
IND0778,auli heritage tour,auli,5,luxury heritage,breakfast,private cab,auli ski resort auli local market auli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,28000
