package_id,package_name,destination,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost,budget_category,duration_category,package_profile
IND0668,dwarka heritage tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,40500,standard,short_trip,dwarka dwarka dwarka dwarka sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip train cab breakfast lunch dinner
IND0669,dwarka royal tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.8,42000,standard,short_trip,dwarka dwarka dwarka dwarka sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip train cab breakfast lunch dinner
IND0670,dwarka scenic tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,43500,standard,short_trip,dwarka dwarka dwarka dwarka sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip train cab breakfast lunch dinner
IND0671,dwarka adventure tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.8,45000,standard,short_trip,dwarka dwarka dwarka dwarka sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip train cab breakfast lunch dinner
IND0672,dwarka cultural tour,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,46500,standard,short_trip,dwarka dwarka dwarka dwarka sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip train cab breakfast lunch dinner
IND0673,junagadh heritage tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,130500,luxury,vacation,junagadh junagadh junagadh junagadh sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury vacation vacation ac coach breakfast
IND0674,junagadh royal tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,132000,luxury,vacation,junagadh junagadh junagadh junagadh sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury vacation vacation ac coach breakfast
IND0675,junagadh scenic tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,133500,luxury,vacation,junagadh junagadh junagadh junagadh sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury vacation vacation ac coach breakfast
IND0676,junagadh adventure tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,135000,luxury,vacation,junagadh junagadh junagadh junagadh sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury vacation vacation ac coach breakfast
IND0677,junagadh cultural tour,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,136500,luxury,vacation,junagadh junagadh junagadh junagadh sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury vacation vacation ac coach breakfast
IND0678,chamba heritage tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,112000,luxury,short_trip,chamba chamba chamba chamba sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury short_trip short_trip ac coach breakfast
IND0679,chamba royal tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,113500,luxury,short_trip,chamba chamba chamba chamba sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury short_trip short_trip ac coach breakfast
IND0680,chamba scenic tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,115000,luxury,short_trip,chamba chamba chamba chamba sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury short_trip short_trip ac coach breakfast
IND0681,chamba adventure tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,116500,luxury,short_trip,chamba chamba chamba chamba sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury short_trip short_trip ac coach breakfast
IND0682,chamba cultural tour,chamba,5,luxury heritage,breakfast,ac coach,chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,118000,luxury,short_trip,chamba chamba chamba chamba sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chamera lake chamba local market chamba city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury short_trip short_trip ac coach breakfast
IND0683,kullu heritage tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,43500,standard,short_trip,kullu kullu kullu kullu sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip ac coach breakfast
IND0684,kullu royal tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,45000,standard,short_trip,kullu kullu kullu kullu sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip ac coach breakfast
IND0685,kullu scenic tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,46500,standard,short_trip,kullu kullu kullu kullu sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip ac coach breakfast
IND0686,kullu adventure tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,48000,standard,short_trip,kullu kullu kullu kullu sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip ac coach breakfast
IND0687,kullu cultural tour,kullu,6,5star,breakfast,ac coach,great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.5,49500,standard,short_trip,kullu kullu kullu kullu sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots great himalayan national park kullu local market kullu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip ac coach breakfast
IND0688,spiti valley heritage tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,59000,premium,vacation,spiti valley spiti valley spiti valley spiti valley sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star premium premium vacation vacation train cab breakfast
IND0689,spiti valley royal tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.9,60500,premium,vacation,spiti valley spiti valley spiti valley spiti valley sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star premium premium vacation vacation train cab breakfast
IND0690,spiti valley scenic tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,62000,premium,vacation,spiti valley spiti valley spiti valley spiti valley sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star premium premium vacation vacation train cab breakfast
IND0691,spiti valley adventure tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.9,63500,premium,vacation,spiti valley spiti valley spiti valley spiti valley sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star premium premium vacation vacation train cab breakfast
IND0692,spiti valley cultural tour,spiti valley,7,4star,breakfast,train cab,key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.8,65000,premium,vacation,spiti valley spiti valley spiti valley spiti valley sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots key monastery spiti valley local market spiti valley city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star premium premium vacation vacation train cab breakfast
IND0693,dalhousie heritage tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,36500,standard,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography family family family families families families khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast
IND0694,dalhousie royal tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,38000,standard,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography family family family families families families khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast
IND0695,dalhousie scenic tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,39500,standard,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography family family family families families families khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast
IND0696,dalhousie adventure tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,41000,standard,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography family family family families families families khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast
IND0697,dalhousie cultural tour,dalhousie,5,4star,breakfast,ac coach,khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.5,42500,standard,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography family family family families families families khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots khajjiar lake dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast
IND0698,dalhousie heritage tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,15000,budget,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography budget budget budget students solo travelers students solo travelers students solo travelers dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip ac coach breakfast
IND0699,dalhousie royal tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.8,16500,budget,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography budget budget budget students solo travelers students solo travelers students solo travelers dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip ac coach breakfast
IND0700,dalhousie scenic tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,18000,budget,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography budget budget budget students solo travelers students solo travelers students solo travelers dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip ac coach breakfast
IND0701,dalhousie adventure tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.8,19500,budget,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography budget budget budget students solo travelers students solo travelers students solo travelers dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip ac coach breakfast
IND0702,dalhousie cultural tour,dalhousie,5,3star,breakfast,ac coach,dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.7,21000,budget,short_trip,dalhousie dalhousie dalhousie dalhousie sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography budget budget budget students solo travelers students solo travelers students solo travelers dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dalai lama temple dalhousie local market dalhousie city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip ac coach breakfast
IND0703,manali heritage tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.1,125000,luxury,short_trip,manali manali manali manali sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast lunch dinner
IND0704,manali royal tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.2,126500,luxury,short_trip,manali manali manali manali sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast lunch dinner
IND0705,manali scenic tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.1,128000,luxury,short_trip,manali manali manali manali sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast lunch dinner
IND0706,manali adventure tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.2,129500,luxury,short_trip,manali manali manali manali sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast lunch dinner
IND0707,manali cultural tour,manali,6,5star,breakfast lunch dinner,train cab,solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.1,131000,luxury,short_trip,manali manali manali manali sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots solang valley manali local market manali city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast lunch dinner
IND0708,shimla heritage tour,shimla,3,4star,breakfast lunch dinner,train cab,the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,30000,standard,weekend,shimla shimla shimla shimla sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard weekend weekend train cab breakfast lunch dinner
IND0709,shimla royal tour,shimla,3,4star,breakfast lunch dinner,train cab,the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.8,31500,standard,weekend,shimla shimla shimla shimla sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard weekend weekend train cab breakfast lunch dinner
IND0710,shimla scenic tour,shimla,3,4star,breakfast lunch dinner,train cab,the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,33000,standard,weekend,shimla shimla shimla shimla sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots the ridge shimla local market shimla city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard weekend weekend train cab breakfast lunch dinner
