Package ID,Package Name,Destination,Duration,Hotel Category,Meals,Transportation,Major Attractions,Activities,Package Type,Best For,Rating,Estimated Cost 
IND0160,Palampur Explorer Package,Palampur,4 Days / 3 Nights,5-Star,Breakfast + Dinner,Private Cab,"Tea Gardens, Palampur Local Market, Palampur City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.6,99350
IND0161,Mandi Explorer Package,Mandi,6 Days / 5 Nights,Luxury Heritage,Breakfast + Dinner,Train + Cab,"Prashar Lake, Mandi Local Market, Mandi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.6,14950
IND0162,Bir Billing Explorer Package,Bir Billing,6 Days / 5 Nights,3-Star,Breakfast + Dinner,Flight + Cab,"Paragliding Site, Bir Billing Local Market, Bir Billing City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.8,40176
IND0163,McLeod Ganj Explorer Package,McLeod Ganj,7 Days / 6 Nights,3-Star,Breakfast,AC Coach,"Triund Trek, McLeod Ganj Local Market, McLeod Ganj City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.8,58206
IND0164,Manikaran Explorer Package,Manikaran,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,Private Cab,"Manikaran Sahib, Manikaran Local Market, Manikaran City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.6,47460
IND0165,Narkanda Explorer Package,Narkanda,4 Days / 3 Nights,Luxury Heritage,Breakfast + Dinner,AC Coach,"Hatu Peak, Narkanda Local Market, Narkanda City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.5,101887
IND0166,Barot Explorer Package,Barot,7 Days / 6 Nights,Luxury Heritage,Breakfast,Train + Cab,"Barot Valley, Barot Local Market, Barot City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.7,32861
IND0167,Shoja Explorer Package,Shoja,5 Days / 4 Nights,5-Star,Breakfast + Dinner,Private Cab,"Serolsar Lake, Shoja Local Market, Shoja City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,36036
IND0168,Kufri Explorer Package,Kufri,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Train + Cab,"Kufri Fun World, Kufri Local Market, Kufri City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,3.8,98410
IND0169,Nainital Explorer Package,Nainital,5 Days / 4 Nights,3-Star,Breakfast + Dinner,Private Cab,"Naini Lake, Nainital Local Market, Nainital City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.2,16795
IND0170,Rishikesh Explorer Package,Rishikesh,5 Days / 4 Nights,5-Star,Breakfast,Train + Cab,"Laxman Jhula, Rishikesh Local Market, Rishikesh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.4,37015
IND0171,Haridwar Explorer Package,Haridwar,7 Days / 6 Nights,Luxury Heritage,Breakfast + Dinner,Private Cab,"Har Ki Pauri, Haridwar Local Market, Haridwar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.5,55917
IND0172,Dehradun Explorer Package,Dehradun,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Train + Cab,"Robber's Cave, Dehradun Local Market, Dehradun City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.5,34070
IND0173,Mussoorie Explorer Package,Mussoorie,3 Days / 2 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"Kempty Falls, Mussoorie Local Market, Mussoorie City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.2,90696
IND0174,Auli Explorer Package,Auli,5 Days / 4 Nights,Luxury Heritage,Breakfast,Private Cab,"Auli Ski Resort, Auli Local Market, Auli City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.5,26622
IND0175,Badrinath Explorer Package,Badrinath,7 Days / 6 Nights,4-Star,Breakfast + Dinner,Private Cab,"Badrinath Temple, Badrinath Local Market, Badrinath City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.8,45721
IND0176,Almora Explorer Package,Almora,7 Days / 6 Nights,3-Star,Breakfast,Private Cab,"Binsar Wildlife Sanctuary, Almora Local Market, Almora City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.3,137766
IND0177,Ranikhet Explorer Package,Ranikhet,6 Days / 5 Nights,4-Star,Breakfast + Dinner,Flight + Cab,"Chaubatia Gardens, Ranikhet Local Market, Ranikhet City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4,17150
IND0178,Jim Corbett Explorer Package,Jim Corbett,7 Days / 6 Nights,Luxury Heritage,Breakfast + Dinner,Train + Cab,"Jim Corbett National Park, Jim Corbett Local Market, Jim Corbett City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.4,42079
IND0179,Uttarkashi Explorer Package,Uttarkashi,4 Days / 3 Nights,4-Star,Breakfast + Dinner,AC Coach,"Gangotri Temple, Uttarkashi Local Market, Uttarkashi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.8,43719
IND0180,Chopta Explorer Package,Chopta,7 Days / 6 Nights,3-Star,Breakfast + Dinner,Train + Cab,"Tungnath Temple, Chopta Local Market, Chopta City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.8,45886
IND0181,Joshimath Explorer Package,Joshimath,5 Days / 4 Nights,3-Star,Breakfast + Dinner,Flight + Cab,"Valley of Flowers, Joshimath Local Market, Joshimath City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.7,109778
IND0182,Agra Explorer Package,Agra,7 Days / 6 Nights,4-Star,Breakfast + Dinner,Train + Cab,"Taj Mahal, Agra Local Market, Agra City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.6,34734
IND0183,Varanasi Explorer Package,Varanasi,5 Days / 4 Nights,Luxury Heritage,Breakfast + Dinner,Flight + Cab,"Kashi Vishwanath Temple, Varanasi Local Market, Varanasi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.7,37068
IND0184,Lucknow Explorer Package,Lucknow,4 Days / 3 Nights,Luxury Heritage,Breakfast,Train + Cab,"Bara Imambara, Lucknow Local Market, Lucknow City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.4,98812
IND0185,Mathura Explorer Package,Mathura,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Train + Cab,"Krishna Janmabhoomi, Mathura Local Market, Mathura City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.7,12836
IND0186,Ayodhya Explorer Package,Ayodhya,6 Days / 5 Nights,Luxury Heritage,Breakfast,AC Coach,"Ram Janmabhoomi, Ayodhya Local Market, Ayodhya City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.8,40850
IND0187,Vrindavan Explorer Package,Vrindavan,7 Days / 6 Nights,3-Star,Breakfast + Dinner,Private Cab,"Banke Bihari Temple, Vrindavan Local Market, Vrindavan City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.8,55400
IND0188,Allahabad Explorer Package,Allahabad,7 Days / 6 Nights,3-Star,Breakfast + Lunch + Dinner,AC Coach,"Triveni Sangam, Allahabad Local Market, Allahabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.5,48953
IND0189,Jhansi Explorer Package,Jhansi,6 Days / 5 Nights,3-Star,Breakfast + Dinner,Flight + Cab,"Jhansi Fort, Jhansi Local Market, Jhansi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.4,120409
IND0190,Sarnath Explorer Package,Sarnath,5 Days / 4 Nights,3-Star,Breakfast + Dinner,Train + Cab,"Dhamek Stupa, Sarnath Local Market, Sarnath City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.6,29457
IND0191,Fatehpur Sikri Explorer Package,Fatehpur Sikri,5 Days / 4 Nights,3-Star,Breakfast + Lunch + Dinner,Private Cab,"Buland Darwaza, Fatehpur Sikri Local Market, Fatehpur Sikri City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,36015
IND0192,Noida Explorer Package,Noida,4 Days / 3 Nights,4-Star,Breakfast + Lunch + Dinner,Private Cab,"Okhla Bird Sanctuary, Noida Local Market, Noida City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.3,100948
IND0193,Aligarh Explorer Package,Aligarh,6 Days / 5 Nights,3-Star,Breakfast + Dinner,AC Coach,"Aligarh Fort, Aligarh Local Market, Aligarh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.1,17683
IND0194,Meerut Explorer Package,Meerut,5 Days / 4 Nights,3-Star,Breakfast + Dinner,Private Cab,"Augarnath Temple, Meerut Local Market, Meerut City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.8,36519
IND0195,Kanpur Explorer Package,Kanpur,5 Days / 4 Nights,5-Star,Breakfast + Dinner,AC Coach,"Allen Forest Zoo, Kanpur Local Market, Kanpur City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.2,47653
IND0196,Srinagar Explorer Package,Srinagar,4 Days / 3 Nights,4-Star,Breakfast,AC Coach,"Dal Lake, Srinagar Local Market, Srinagar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.6,33985
IND0197,Leh Explorer Package,Leh,3 Days / 2 Nights,4-Star,Breakfast + Dinner,AC Coach,"Pangong Tso, Leh Local Market, Leh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.9,91432
IND0198,Pahalgam Explorer Package,Pahalgam,4 Days / 3 Nights,5-Star,Breakfast + Dinner,Flight + Cab,"Betaab Valley, Pahalgam Local Market, Pahalgam City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.6,25551
IND0199,Jammu Explorer Package,Jammu,3 Days / 2 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"Vaishno Devi, Jammu Local Market, Jammu City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.7,28324
IND0200,Udhampur Explorer Package,Udhampur,3 Days / 2 Nights,5-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Patnitop Height, Udhampur Local Market, Udhampur City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.1,87697
IND0201,Anantnag Explorer Package,Anantnag,6 Days / 5 Nights,Luxury Heritage,Breakfast + Dinner,AC Coach,"Amarnath Cave, Anantnag Local Market, Anantnag City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.5,14794
IND0202,Leh Explorer Package,Leh,6 Days / 5 Nights,3-Star,Breakfast,Train + Cab,"Thiksey Monastery, Leh Local Market, Leh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.7,37276
IND0203,Nubra Valley Explorer Package,Nubra Valley,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Nubra Valley, Nubra Valley Local Market, Nubra Valley City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.5,56384
IND0204,Kargil Explorer Package,Kargil,3 Days / 2 Nights,5-Star,Breakfast,Private Cab,"Kargil War Memorial, Kargil Local Market, Kargil City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.8,26838
IND0205,Diskit Explorer Package,Diskit,7 Days / 6 Nights,5-Star,Breakfast,Flight + Cab,"Diskit Monastery, Diskit Local Market, Diskit City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.7,131623
IND0206,Kishtwar Explorer Package,Kishtwar,4 Days / 3 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"Kishtwar National Park, Kishtwar Local Market, Kishtwar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.3,23663
IND0207,Hemis Explorer Package,Hemis,3 Days / 2 Nights,5-Star,Breakfast + Dinner,Private Cab,"Hemis National Park, Hemis Local Market, Hemis City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,28429
IND0208,Dras Explorer Package,Dras,7 Days / 6 Nights,4-Star,Breakfast,Flight + Cab,"Dras War Memorial, Dras Local Market, Dras City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.8,135723
IND0209,Leh Explorer Package,Leh,5 Days / 4 Nights,4-Star,Breakfast,AC Coach,"Magnetic Hill, Leh Local Market, Leh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",3.7,15598
IND0210,Leh Explorer Package,Leh,7 Days / 6 Nights,5-Star,Breakfast,Flight + Cab,"Khardung La Pass, Leh Local Market, Leh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.5,40532
IND0211,Leh Explorer Package,Leh,6 Days / 5 Nights,5-Star,Breakfast,Train + Cab,"Thiksey Monastery, Leh Local Market, Leh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.7,51401
IND0212,Vrindavan Explorer Package,Vrindavan,3 Days / 2 Nights,4-Star,Breakfast + Lunch + Dinner,Train + Cab,"Prem Mandir, Vrindavan Local Market, Vrindavan City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.8,27512
IND0213,Porbandar Explorer Package,Porbandar,7 Days / 6 Nights,3-Star,Breakfast + Dinner,Private Cab,"Kirti Mandir, Porbandar Local Market, Porbandar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.8,129413
IND0214,Mathura Explorer Package,Mathura,5 Days / 4 Nights,Luxury Heritage,Breakfast + Dinner,Flight + Cab,"Nand Gaon, Mathura Local Market, Mathura City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.1,26985
IND0215,Mathura Explorer Package,Mathura,7 Days / 6 Nights,5-Star,Breakfast,AC Coach,"Barsana Mandir, Mathura Local Market, Mathura City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.8,42189
IND0216,Darjeeling Explorer Package,Darjeeling,6 Days / 5 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"Tiger Hill, Darjeeling Local Market, Darjeeling City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.5,123851
IND0217,Siliguri Explorer Package,Siliguri,3 Days / 2 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Jaldapara National Park, Siliguri Local Market, Siliguri City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.4,12294
IND0218,Sundarbans Explorer Package,Sundarbans,3 Days / 2 Nights,3-Star,Breakfast,Flight + Cab,"Sundarbans National Park, Sundarbans Local Market, Sundarbans City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.4,28169
IND0219,Digha Explorer Package,Digha,6 Days / 5 Nights,3-Star,Breakfast,AC Coach,"Digha Beach, Digha Local Market, Digha City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Honeymoon,Couples,4.5,52917
IND0220,Murshidabad Explorer Package,Murshidabad,6 Days / 5 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Hazarduari Palace, Murshidabad Local Market, Murshidabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.5,42493
IND0221,Bolpur Explorer Package,Bolpur,7 Days / 6 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Kankalitala Temple, Bolpur Local Market, Bolpur City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.7,128360
IND0222,Hooghly Explorer Package,Hooghly,6 Days / 5 Nights,5-Star,Breakfast,Flight + Cab,"Hangseswari Temple, Hooghly Local Market, Hooghly City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.6,31918
IND0223,Jalpaiguri Explorer Package,Jalpaiguri,4 Days / 3 Nights,Luxury Heritage,Breakfast,Flight + Cab,"Gorumara National Park, Jalpaiguri Local Market, Jalpaiguri City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,32507
IND0224,Cooch Behar Explorer Package,Cooch Behar,3 Days / 2 Nights,5-Star,Breakfast,Train + Cab,"Cooch Behar Palace, Cooch Behar Local Market, Cooch Behar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.5,87608
IND0225,Purulia Explorer Package,Purulia,5 Days / 4 Nights,3-Star,Breakfast + Dinner,Private Cab,"Ayodhya Hills, Purulia Local Market, Purulia City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.5,15545
IND0226,Puri Explorer Package,Puri,4 Days / 3 Nights,3-Star,Breakfast + Dinner,AC Coach,"Jagannath Temple, Puri Local Market, Puri City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.7,32448
IND0227,Konark Explorer Package,Konark,4 Days / 3 Nights,3-Star,Breakfast + Lunch + Dinner,AC Coach,"Sun Temple, Konark Local Market, Konark City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.7,43827
IND0228,Bhubaneswar Explorer Package,Bhubaneswar,7 Days / 6 Nights,4-Star,Breakfast + Dinner,AC Coach,"Lingaraj Temple, Bhubaneswar Local Market, Bhubaneswar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.6,48198
IND0229,Rourkela Explorer Package,Rourkela,7 Days / 6 Nights,5-Star,Breakfast,AC Coach,"Khandadhar Waterfall, Rourkela Local Market, Rourkela City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.5,131946
IND0230,Cuttack Explorer Package,Cuttack,7 Days / 6 Nights,4-Star,Breakfast,Private Cab,"Barabati Fort, Cuttack Local Market, Cuttack City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.5,33157
IND0231,Sambalpur Explorer Package,Sambalpur,4 Days / 3 Nights,5-Star,Breakfast,Flight + Cab,"Hirakud Dam, Sambalpur Local Market, Sambalpur City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.5,31222
IND0232,Chilika Explorer Package,Chilika,3 Days / 2 Nights,5-Star,Breakfast,AC Coach,"Chilika Lake, Chilika Local Market, Chilika City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,3.9,88636
IND0233,Berhampur Explorer Package,Berhampur,6 Days / 5 Nights,3-Star,Breakfast + Dinner,Train + Cab,"Tara Tarini Temple, Berhampur Local Market, Berhampur City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.6,17357
IND0234,Keonjhar Explorer Package,Keonjhar,5 Days / 4 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,AC Coach,"Badaghagara Waterfall, Keonjhar Local Market, Keonjhar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.3,37285
IND0235,Balasore Explorer Package,Balasore,7 Days / 6 Nights,5-Star,Breakfast + Dinner,Private Cab,"Chandipur Beach, Balasore Local Market, Balasore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Honeymoon,Couples,4.2,55337
IND0236,Kendujhar Explorer Package,Kendujhar,3 Days / 2 Nights,Luxury Heritage,Breakfast + Dinner,Private Cab,"Sanaghagara Waterfall, Kendujhar Local Market, Kendujhar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.4,29000
IND0237,Chennai Explorer Package,Chennai,6 Days / 5 Nights,3-Star,Breakfast,Flight + Cab,"Marina Beach, Chennai Local Market, Chennai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Luxury,Premium Travelers,3.9,118772
IND0238,Madurai Explorer Package,Madurai,7 Days / 6 Nights,3-Star,Breakfast,Flight + Cab,"Meenakshi Amman Temple, Madurai Local Market, Madurai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.7,35753
IND0239,Rameswaram Explorer Package,Rameswaram,7 Days / 6 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Ramanathaswamy Temple, Rameswaram Local Market, Rameswaram City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.6,46005
IND0240,Kanyakumari Explorer Package,Kanyakumari,6 Days / 5 Nights,3-Star,Breakfast + Lunch + Dinner,Private Cab,"Vivekananda Rock Memorial, Kanyakumari Local Market, Kanyakumari City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.6,126453
